ber,ber_th,distance,distance_th,battery_life,energy_cons,prr,pdr,N,state,algorithm
2.4369646975025416e-05,4.287683289902123e-05,4.094264386099205,4.047019336182087,12.968427828954564,7.438155841777777e-06,0.9978577428503154,1.0,1,"[0.4, 0.29915089720804494, 0.28476309744074546, 0.1]",PPO
2.4369646975025416e-05,4.287683289902123e-05,4.094264386099205,4.047019336182087,12.968427828954564,7.438155841777777e-06,0.9978577428503154,1.0,1,"[0.4, 0.29915089720804494, 0.28476309744074546, 0.1]",PPO
2.4369646975025416e-05,4.287683289902123e-05,4.094264386099205,4.047019336182087,12.968427828954564,7.438155841777777e-06,0.9978577428503154,1.0,1,"[0.4, 0.29915089720804494, 0.28476309744074546, 0.1]",PPO
2.4369646975025416e-05,4.287683289902123e-05,4.094264386099205,4.047019336182087,12.968427828954564,7.438155841777777e-06,0.9978577428503154,1.0,1,"[0.4, 0.29915089720804494, 0.28476309744074546, 0.1]",PPO
2.4369646975025416e-05,4.287683289902123e-05,4.094264386099205,4.047019336182087,12.968427828954564,7.438155841777777e-06,0.9978577428503154,1.0,1,"[0.4, 0.29915089720804494, 0.28476309744074546, 0.1]",PPO
2.4369646975025416e-05,4.287683289902123e-05,4.094264386099205,4.047019336182087,12.968427828954564,7.438155841777777e-06,0.9978577428503154,1.0,1,"[0.4, 0.29915089720804494, 0.28476309744074546, 0.1]",PPO
2.4369646975025416e-05,4.287683289902123e-05,4.094264386099205,4.047019336182087,12.968427828954564,7.438155841777777e-06,0.9978577428503154,1.0,1,"[0.4, 0.29915089720804494, 0.28476309744074546, 0.1]",PPO
2.4369646975025416e-05,4.287683289902123e-05,4.094264386099205,4.047019336182087,12.968427828954564,7.438155841777777e-06,0.9978577428503154,1.0,1,"[0.4, 0.29915089720804494, 0.28476309744074546, 0.1]",PPO
2.4369646975025416e-05,4.287683289902123e-05,4.094264386099205,4.047019336182087,12.968427828954564,7.438155841777777e-06,0.9978577428503154,1.0,1,"[0.4, 0.29915089720804494, 0.28476309744074546, 0.1]",PPO
2.4369646975025416e-05,4.287683289902123e-05,4.094264386099205,4.047019336182087,12.968427828954564,7.438155841777777e-06,0.9978577428503154,1.0,1,"[0.4, 0.29915089720804494, 0.28476309744074546, 0.1]",PPO
2.4369646975025416e-05,4.287683289902123e-05,4.094264386099205,4.047019336182087,12.968427828954564,7.438155841777777e-06,0.9978577428503154,1.0,1,"[0.4, 0.29915089720804494, 0.28476309744074546, 0.1]",PPO
2.4369646975025416e-05,4.287683289902123e-05,4.094264386099205,4.047019336182087,12.968427828954564,7.438155841777777e-06,0.9978577428503154,1.0,1,"[0.4, 0.29915089720804494, 0.28476309744074546, 0.1]",PPO
2.4369646975025416e-05,4.287683289902123e-05,4.094264386099205,4.047019336182087,12.968427828954564,7.438155841777777e-06,0.9978577428503154,1.0,1,"[0.4, 0.29915089720804494, 0.28476309744074546, 0.1]",PPO
2.4369646975025416e-05,4.287683289902123e-05,4.094264386099205,4.047019336182087,12.968427828954564,7.438155841777777e-06,0.9978577428503154,1.0,1,"[0.4, 0.29915089720804494, 0.28476309744074546, 0.1]",PPO
2.4369646975025416e-05,4.287683289902123e-05,4.094264386099205,4.047019336182087,12.968427828954564,7.438155841777777e-06,0.9978577428503154,1.0,1,"[0.4, 0.29915089720804494, 0.28476309744074546, 0.1]",PPO
