ber,ber_th,snr,snr_measured,distance,distance_th,duration,state,pt,energy,N,ber_diff,distance_diff
5.776958972858459e-07,1.6219899624731182e-14,-7.5,-6,2.0982173562797217,2,32.178136874436944,"[1.0, 0.021004816229435796, 0.52, 0.25, 0.0, 0.2]",0.012589,21311.243934873597,1,5.776958810659463e-07,0.09821735627972172
5.776958972858459e-07,1.6219899624731182e-14,-7.5,-6,2.0982173562797217,2,32.178136874436944,"[1.0, 0.021004816229435796, 0.52, 0.25, 0.0, 0.2]",0.012589,21310.487869747198,1,5.776958810659463e-07,0.09821735627972172
5.776958972858459e-07,1.6219899624731182e-14,-7.5,-6,2.0982173562797217,2,32.178136874436944,"[1.0, 0.021004816229435796, 0.52, 0.25, 0.0, 0.2]",0.012589,21309.7318046208,1,5.776958810659463e-07,0.09821735627972172
5.776958972858459e-07,1.6219899624731182e-14,-7.5,-6,2.0982173562797217,2,32.178136874436944,"[1.0, 0.021004816229435796, 0.52, 0.25, 0.0, 0.2]",0.012589,21308.9757394944,1,5.776958810659463e-07,0.09821735627972172
5.776958972858459e-07,1.6219899624731182e-14,-7.5,-6,2.0982173562797217,2,32.178136874436944,"[1.0, 0.021004816229435796, 0.52, 0.25, 0.0, 0.2]",0.012589,21308.219674368,1,5.776958810659463e-07,0.09821735627972172
5.776958972858459e-07,1.6219899624731182e-14,-7.5,-6,2.0982173562797217,2,32.178136874436944,"[1.0, 0.021004816229435796, 0.52, 0.25, 0.0, 0.2]",0.012589,21307.4636092416,1,5.776958810659463e-07,0.09821735627972172
5.776958972858459e-07,1.6219899624731182e-14,-7.5,-6,2.0982173562797217,2,32.178136874436944,"[1.0, 0.021004816229435796, 0.52, 0.25, 0.0, 0.2]",0.012589,21306.7075441152,1,5.776958810659463e-07,0.09821735627972172
5.776958972858459e-07,1.6219899624731182e-14,-7.5,-6,2.0982173562797217,2,32.178136874436944,"[1.0, 0.021004816229435796, 0.52, 0.25, 0.0, 0.2]",0.012589,21305.9514789888,1,5.776958810659463e-07,0.09821735627972172
5.776958972858459e-07,1.6219899624731182e-14,-7.5,-6,2.0982173562797217,2,32.178136874436944,"[1.0, 0.021004816229435796, 0.52, 0.25, 0.0, 0.2]",0.012589,21305.195413862402,1,5.776958810659463e-07,0.09821735627972172
5.776958972858459e-07,1.6219899624731182e-14,-7.5,-6,2.0982173562797217,2,32.178136874436944,"[1.0, 0.021004816229435796, 0.52, 0.25, 0.0, 0.2]",0.012589,21304.439348736003,1,5.776958810659463e-07,0.09821735627972172
