ber,ber_th,snr,snr_measured,distance,distance_th,duration,state,pt,energy,N,ber_diff,distance_diff
0.0,1.6219899624731182e-14,-20,-6,12.522992911683872,2,0.16598592697738945,"[0.0, 0.021004816229435796, 0.52, 0.25, 1.0, 0.2]",0.1,21165.428735999998,1,-1.6219899624731182e-14,10.522992911683872
0.0,1.6219899624731182e-14,-20,-6,12.522992911683872,2,0.16598592697738945,"[0.0, 0.021004816229435796, 0.52, 0.25, 1.0, 0.2]",0.1,21018.857472,1,-1.6219899624731182e-14,10.522992911683872
0.0,1.6219899624731182e-14,-20,-6,12.522992911683872,2,0.16598592697738945,"[0.0, 0.021004816229435796, 0.52, 0.25, 1.0, 0.2]",0.1,20872.286208,1,-1.6219899624731182e-14,10.522992911683872
0.0,1.6219899624731182e-14,-20,-6,12.522992911683872,2,0.16598592697738945,"[0.0, 0.021004816229435796, 0.52, 0.25, 1.0, 0.2]",0.1,20725.714944000003,1,-1.6219899624731182e-14,10.522992911683872
0.0,1.6219899624731182e-14,-20,-6,12.522992911683872,2,0.16598592697738945,"[0.0, 0.021004816229435796, 0.52, 0.25, 1.0, 0.2]",0.1,20579.143680000005,1,-1.6219899624731182e-14,10.522992911683872
0.0,1.6219899624731182e-14,-20,-6,12.522992911683872,2,0.16598592697738945,"[0.0, 0.021004816229435796, 0.52, 0.25, 1.0, 0.2]",0.1,20432.572416000006,1,-1.6219899624731182e-14,10.522992911683872
0.0,1.6219899624731182e-14,-20,-6,12.522992911683872,2,0.16598592697738945,"[0.0, 0.021004816229435796, 0.52, 0.25, 1.0, 0.2]",0.1,20286.001152000008,1,-1.6219899624731182e-14,10.522992911683872
0.0,1.6219899624731182e-14,-20,-6,12.522992911683872,2,0.16598592697738945,"[0.0, 0.021004816229435796, 0.52, 0.25, 1.0, 0.2]",0.1,20139.42988800001,1,-1.6219899624731182e-14,10.522992911683872
0.0,1.6219899624731182e-14,-20,-6,12.522992911683872,2,0.16598592697738945,"[0.0, 0.021004816229435796, 0.52, 0.25, 1.0, 0.2]",0.1,19992.85862400001,1,-1.6219899624731182e-14,10.522992911683872
0.0,1.6219899624731182e-14,-20,-6,12.522992911683872,2,0.16598592697738945,"[0.0, 0.021004816229435796, 0.52, 0.25, 1.0, 0.2]",0.1,19846.287360000013,1,-1.6219899624731182e-14,10.522992911683872
0.0,1.6219899624731182e-14,-20,-6,12.522992911683872,2,0.16598592697738945,"[0.0, 0.021004816229435796, 0.52, 0.25, 1.0, 0.2]",0.1,19699.716096000015,1,-1.6219899624731182e-14,10.522992911683872
0.0,1.6219899624731182e-14,-20,-6,12.522992911683872,2,0.16598592697738945,"[0.0, 0.021004816229435796, 0.52, 0.25, 1.0, 0.2]",0.1,19553.144832000016,1,-1.6219899624731182e-14,10.522992911683872
0.0,1.6219899624731182e-14,-20,-6,12.522992911683872,2,0.16598592697738945,"[0.0, 0.021004816229435796, 0.52, 0.25, 1.0, 0.2]",0.1,19406.573568000018,1,-1.6219899624731182e-14,10.522992911683872
0.0,1.6219899624731182e-14,-20,-6,12.522992911683872,2,0.16598592697738945,"[0.0, 0.021004816229435796, 0.52, 0.25, 1.0, 0.2]",0.1,19260.00230400002,1,-1.6219899624731182e-14,10.522992911683872
0.0,1.6219899624731182e-14,-20,-6,12.522992911683872,2,0.16598592697738945,"[0.0, 0.021004816229435796, 0.52, 0.25, 1.0, 0.2]",0.1,19113.43104000002,1,-1.6219899624731182e-14,10.522992911683872
0.0,1.6219899624731182e-14,-20,-6,12.522992911683872,2,0.16598592697738945,"[0.0, 0.021004816229435796, 0.52, 0.25, 1.0, 0.2]",0.1,18966.859776000023,1,-1.6219899624731182e-14,10.522992911683872
0.0,1.6219899624731182e-14,-20,-6,12.522992911683872,2,0.16598592697738945,"[0.0, 0.021004816229435796, 0.52, 0.25, 1.0, 0.2]",0.1,18820.288512000025,1,-1.6219899624731182e-14,10.522992911683872
0.0,1.6219899624731182e-14,-20,-6,12.522992911683872,2,0.16598592697738945,"[0.0, 0.021004816229435796, 0.52, 0.25, 1.0, 0.2]",0.1,18673.717248000026,1,-1.6219899624731182e-14,10.522992911683872
0.0,1.6219899624731182e-14,-20,-6,12.522992911683872,2,0.16598592697738945,"[0.0, 0.021004816229435796, 0.52, 0.25, 1.0, 0.2]",0.1,18527.145984000028,1,-1.6219899624731182e-14,10.522992911683872
0.0,1.6219899624731182e-14,-20,-6,12.522992911683872,2,0.16598592697738945,"[0.0, 0.021004816229435796, 0.52, 0.25, 1.0, 0.2]",0.1,18380.57472000003,1,-1.6219899624731182e-14,10.522992911683872
