#{"t_start": 1673606808.345397, "env_id": null}
r,l,t
1467.349085,100,10.235872
1463.719369,100,10.27091
1436.265295,100,10.307032
1398.435037,100,10.340397
1471.379917,100,10.377256
1420.115403,100,10.40992
1451.493158,100,10.454296
1412.932193,100,10.486695
1410.896319,100,10.522305
1377.338518,100,10.554447
1464.21029,100,10.590997
1376.234516,100,10.623398
1467.832198,100,10.663417
1449.753396,100,10.698011
1404.715101,100,10.733409
1458.57468,100,10.77006
1284.657937,100,10.803746
1415.371528,100,10.840984
1471.305728,100,10.875721
1416.636745,100,10.913235
1488.898737,100,10.94539
1488.188041,100,10.981223
1436.16938,100,11.013963
1447.569477,100,11.050763
1458.481445,100,11.492606
1452.749921,100,11.527252
1441.371549,100,11.561082
1386.021391,100,11.599374
1450.384775,100,11.63249
1447.758625,100,11.670644
1277.350546,100,11.705428
1441.763762,100,11.744556
1420.004826,100,11.787735
1416.038328,100,11.820466
1470.274214,100,11.857383
1475.890434,100,11.895326
1409.095537,100,11.933257
1405.447522,100,11.971964
1487.43891,100,12.006663
1391.945045,100,12.040316
1497.708898,100,12.077433
1424.65934,100,12.111669
1390.596242,100,12.144696
1489.129114,100,12.182754
1501.860163,100,12.223719
1474.21694,100,12.276011
1446.15932,100,12.322203
1394.36813,100,12.356098
1383.421487,100,12.39684
1413.355666,100,12.431953
1495.645525,100,12.468355
1443.74279,100,12.502932
1420.868294,100,12.536667
1416.883373,100,12.574356
1360.270817,100,12.609403
1426.820962,100,12.642609
1387.341408,100,12.68098
1374.500415,100,12.717042
1471.945028,100,12.751974
1445.16869,100,12.790922
1443.421006,100,12.823616
1391.692757,100,12.857555
1374.467454,100,12.895115
1493.557633,100,12.928679
1445.27852,100,12.961856
1430.783078,100,13.40765
1391.374733,100,13.442091
1477.594555,100,13.480823
1467.494671,100,13.520271
1469.632234,100,13.555704
1443.964278,100,13.594825
1443.90742,100,13.628145
1335.7778,100,13.662485
1396.75232,100,13.702936
1447.87125,100,13.742058
1450.98832,100,13.778383
1460.506384,100,13.811661
1431.946606,100,13.84493
1459.831442,100,13.887755
1472.115132,100,13.923706
1478.027997,100,13.956221
1421.334697,100,13.996766
1453.614011,100,14.032435
1460.605091,100,14.076622
1490.009914,100,14.111123
1469.593799,100,14.143647
1425.315237,100,14.183463
1452.132458,100,14.222339
1435.252825,100,14.256065
1386.037643,100,14.293975
1384.384285,100,14.326855
1455.172546,100,14.360248
1480.039986,100,14.398902
1507.904697,100,14.43259
1474.008401,100,14.465125
1445.783358,100,14.50587
1463.101906,100,14.54228
1432.053757,100,14.590655
1483.531938,100,14.625914
1411.294453,100,14.661331
1498.14234,100,14.698828
1488.223796,100,14.732623
1490.481791,100,14.769399
1432.396758,100,14.806015
1422.34888,100,14.838957
1450.974404,100,14.87992
1451.794931,100,15.34941
1478.499874,100,15.394037
1497.012118,100,15.428692
1393.865627,100,15.465418
1498.287925,100,15.50187
1467.211943,100,15.535636
1429.993177,100,15.572296
1471.209814,100,15.608137
1485.765415,100,15.643093
1477.764659,100,15.680717
1459.419725,100,15.715142
1483.493504,100,15.752419
1465.221046,100,15.788338
1441.483714,100,15.821326
1466.819729,100,15.869744
1494.740206,100,15.904253
1376.035833,100,15.945168
1463.851038,100,15.979796
1422.258439,100,16.020676
1487.790354,100,16.054981
1470.329013,100,16.092828
1449.202202,100,16.126578
1456.525223,100,16.164609
1477.672046,100,16.202147
1501.124948,100,16.247039
1449.57537,100,16.285984
1478.291335,100,16.319888
1501.835644,100,16.360733
1457.030061,100,16.394062
1458.141238,100,16.437334
1429.315442,100,16.476038
1342.69844,100,16.51094
1468.455756,100,16.551444
1485.08768,100,16.584275
1478.066432,100,16.622066
1481.600234,100,16.658922
1487.414391,100,16.6912
1389.621586,100,16.733895
1458.385531,100,16.766965
1441.975095,100,16.803546
1450.030537,100,16.839826
1458.818973,100,17.289553
1434.897955,100,17.328087
1445.391145,100,17.363046
1435.417456,100,17.398438
1464.416149,100,17.436914
1433.9164,100,17.474921
1504.055205,100,17.514628
1466.531873,100,17.556033
1492.860853,100,17.590764
1497.876208,100,17.627948
1509.389042,100,17.66877
1474.307381,100,17.707716
1492.545164,100,17.752561
1442.749366,100,17.786605
1430.690924,100,17.818926
1437.653726,100,17.859162
1488.26223,100,17.898979
1488.393899,100,17.94298
1503.923536,100,17.975945
1448.938863,100,18.010858
1476.771235,100,18.051072
1443.45944,100,18.086087
1461.688957,100,18.126137
1436.643937,100,18.166497
1514.591211,100,18.201551
1498.759802,100,18.243382
1328.65423,100,18.282018
1495.645525,100,18.32869
1512.201547,100,18.366586
1481.915924,100,18.413762
1438.636536,100,18.450602
1450.516444,100,18.484066
1410.055034,100,18.535228
1410.844934,100,18.571331
1501.835644,100,18.606393
1487.356912,100,18.647568
1457.258724,100,18.681962
1443.44273,100,18.724007
1353.141326,100,18.764498
1487.922023,100,18.798951
1423.981605,100,18.83781
1437.821036,100,19.311895
1456.400729,100,19.352063
1470.219069,100,19.386318
1498.589698,100,19.423917
1461.222554,100,19.459804
1458.989077,100,19.492644
1442.705802,100,19.530252
1484.242635,100,19.566001
1457.781985,100,19.599236
1407.381561,100,19.63791
1435.796098,100,19.67056
1472.524056,100,19.703255
1483.493504,100,19.745578
1439.832058,100,19.782163
1481.444047,100,19.819377
1490.009914,100,19.85366
1433.354083,100,19.887721
1369.489442,100,19.931065
1420.566521,100,19.968149
1472.414111,100,20.001229
1460.506384,100,20.048054
1443.550848,100,20.081499
1477.594555,100,20.117904
1488.972927,100,20.156123
1419.725858,100,20.198868
1495.947298,100,20.233613
1517.233611,100,20.266668
1431.535003,100,20.308013
1466.380814,100,20.341933
1453.896739,100,20.375764
1501.149466,100,20.416968
1457.093014,100,20.45255
1486.909554,100,20.490004
1359.838629,100,20.524835
1480.261474,100,20.557717
1483.589418,100,20.597923
1408.210355,100,20.640013
1507.325669,100,20.674366
1496.394656,100,20.716793
1465.373818,100,20.750436
1470.26874,100,20.786995
1403.160947,100,21.270356
1482.62662,100,21.313206
1483.735003,100,21.345978
1443.143626,100,21.378662
1506.157013,100,21.41821
1445.882066,100,21.452673
1482.966828,100,21.491056
1476.977093,100,21.527373
1404.928021,100,21.56019
1475.286889,100,21.59616
1447.81377,100,21.630345
1458.890369,100,21.66396
1463.871049,100,21.700112
1494.811602,100,21.735867
1486.160423,100,21.76877
1483.531938,100,21.806153
1490.457273,100,21.839851
1456.826996,100,21.873377
1384.548293,100,21.912334
1491.49426,100,21.948864
1469.991486,100,21.980875
1437.242009,100,22.020683
1467.191185,100,22.054407
1472.587009,100,22.093874
1441.583503,100,22.127993
1463.944158,100,22.161198
1491.192487,100,22.200993
1455.718612,100,22.236086
1471.341483,100,22.268992
1455.814526,100,22.314584
1409.525677,100,22.34838
1486.569346,100,22.383025
1503.753432,100,22.425148
1437.483622,100,22.458472
1422.499939,100,22.497411
1463.343406,100,22.533292
1447.317375,100,22.567017
1456.654098,100,22.606515
1476.543651,100,22.640069
1484.110966,100,22.673506
1524.762491,100,22.714463
1442.256731,100,23.172006
1448.434647,100,23.213356
1440.924191,100,23.248006
1447.194595,100,23.282783
1449.487264,100,23.324412
1438.949545,100,23.359973
1488.695672,100,23.397482
1456.355119,100,23.433888
1460.829248,100,23.472827
1465.930662,100,23.510151
1523.170995,100,23.544967
1505.237778,100,23.583103
1496.696429,100,23.616971
1451.441774,100,23.660344
1432.420185,100,23.697496
1460.882346,100,23.73335
1467.080274,100,23.770047
1474.310174,100,23.804571
1456.283723,100,23.841901
1493.785217,100,23.880824
1497.577229,100,23.918173
1477.122679,100,23.951943
1479.942991,100,23.989
1428.69798,100,24.024518
1450.516444,100,24.063717
1477.520366,100,24.109911
1430.912412,100,24.145773
1467.154463,100,24.187979
1497.538794,100,24.222989
1477.424451,100,24.267222
1492.978606,100,24.301366
1484.771991,100,24.344779
1464.920986,100,24.380505
1480.813635,100,24.416351
1439.332569,100,24.453702
1443.399167,100,24.488319
1479.306484,100,24.524796
1491.230922,100,24.559255
1471.607501,100,24.598696
1473.407536,100,24.632456
1491.060818,100,24.668953
1422.470393,100,25.125129
1440.273642,100,25.159775
1410.838839,100,25.201521
1453.652445,100,25.237436
1475.641013,100,25.275886
1454.330181,100,25.311971
1471.155636,100,25.34972
1480.431578,100,25.388573
1485.425208,100,25.425019
1496.078967,100,25.462897
1473.467809,100,25.497901
1454.667708,100,25.542704
1454.969481,100,25.575723
1455.888716,100,25.616918
1491.890234,100,25.654446
1480.524812,100,25.690188
1475.396719,100,25.731726
1505.610946,100,25.765416
1452.381134,100,25.806138
1489.332179,100,25.840734
1444.770889,100,25.882975
1461.409989,100,25.919108
1476.9743,100,25.970359
1465.018948,100,26.009988
1484.638609,100,26.061073
1495.645525,100,26.105231
1438.737591,100,26.141663
1520.333972,100,26.178485
1440.099157,100,26.216744
1486.330526,100,26.259622
1510.873388,100,26.297141
1491.192487,100,26.344696
1444.167343,100,26.379946
1448.205984,100,26.416389
1491.206404,100,26.458996
1471.02676,100,26.493606
1508.0748,100,26.532388
1514.72288,100,26.567362
1516.221142,100,26.602927
1503.923536,100,26.636364
1441.483714,100,26.677186
1495.922779,100,27.146681
1461.297365,100,27.184767
1446.107936,100,27.220431
1442.574133,100,27.258325
1493.727737,100,27.292238
1487.658685,100,27.336679
1495.475421,100,27.375844
1523.302664,100,27.411218
1499.698082,100,27.448526
1494.91031,100,27.483419
1505.031919,100,27.520352
1491.639846,100,27.554958
1479.004711,100,27.595704
1464.092537,100,27.63042
1482.928393,100,27.668548
1509.690815,100,27.707944
1531.882447,100,27.744467
1456.623931,100,27.782484
1403.796374,100,27.817064
1507.325669,100,27.854717
1477.652035,100,27.892493
1465.39115,100,27.930983
1514.421107,100,27.965861
1477.373067,100,28.002027
1455.888716,100,28.042697
1501.860163,100,28.082775
1481.369857,100,28.127322
1490.180018,100,28.177795
1490.105829,100,28.21582
1477.481931,100,28.25052
1479.040466,100,28.294342
1510.138173,100,28.331792
1502.740963,100,28.368919
1473.74227,100,28.404507
1490.104115,100,28.442631
1462.61708,100,28.477046
1485.242154,100,28.519558
1488.695672,100,28.556943
1440.921397,100,28.600861
1460.775195,100,28.638301
1476.360598,100,28.673995
1490.986629,100,29.116758
1463.549265,100,29.152219
1428.079772,100,29.189051
1491.060818,100,29.22606
1500.244148,100,29.260017
1513.106865,100,29.298026
1502.365,100,29.331992
1483.962587,100,29.370009
1448.680654,100,29.403853
1465.261194,100,29.440836
1477.808222,100,29.476385
1500.507486,100,29.515013
1463.719369,100,29.5499
1501.388286,100,29.587347
1506.930662,100,29.622077
1503.923536,100,29.663254
1460.453286,100,29.697751
1456.849801,100,29.736596
1521.516545,100,29.771402
1412.624325,100,29.808175
1489.406369,100,29.843808
1491.156733,100,29.88266
1478.725744,100,29.919595
1473.599478,100,29.958441
1480.393143,100,30.000726
1526.850383,100,30.046155
1434.64928,100,30.090913
1488.827341,100,30.128026
1474.551674,100,30.163635
1517.088026,100,30.197442
1440.283177,100,30.245828
1498.010671,100,30.281395
1512.936761,100,30.319779
1510.176608,100,30.359031
1465.413955,100,30.395555
1488.488101,100,30.433206
1468.109453,100,30.469692
1507.904697,100,30.510231
1487.513099,100,30.544514
1496.753908,100,30.588362
1491.793239,100,30.624776
1510.439946,100,31.087354
1504.502563,100,31.125557
1486.632299,100,31.160536
1510.269842,100,31.197081
1491.721843,100,31.232234
1475.808437,100,31.275595
1479.45207,100,31.311121
1515.024653,100,31.351449
1492.111722,100,31.391375
1490.212979,100,31.429868
1493.727737,100,31.466109
1521.239291,100,31.502856
1468.712999,100,31.537038
1502.345956,100,31.573486
1478.041913,100,31.607071
1478.686229,100,31.643722
1484.991766,100,31.678818
1461.034027,100,31.717834
1484.714511,100,31.753187
1501.931558,100,31.790669
1468.866392,100,31.833671
1440.266467,100,31.87245
1497.26154,100,31.914262
1479.027517,100,31.948796
1480.620726,100,31.992424
1482.796724,100,32.030111
1496.657994,100,32.06465
1494.232575,100,32.104581
1491.362591,100,32.139583
1475.758765,100,32.173337
1481.74582,100,32.2121
1490.311687,100,32.249048
1517.968826,100,32.288364
1482.538514,100,32.330042
1476.206124,100,32.366894
1509.559146,100,32.403715
1506.288682,100,32.436635
1488.525568,100,32.474566
1468.638809,100,32.515041
1510.873388,100,32.554939
1492.61656,100,32.589452
1492.69075,100,33.03257
1506.590454,100,33.066914
1499.338829,100,33.102275
1436.419769,100,33.136675
1511.057408,100,33.176464
1451.479242,100,33.214752
1455.497124,100,33.251485
1500.809259,100,33.28293
1480.393143,100,33.32293
1528.334728,100,33.35736
1495.173648,100,33.395101
1517.968826,100,33.430321
1505.106109,100,33.469237
1499.772271,100,33.508235
1496.092883,100,33.542425
1485.85865,100,33.585198
1476.713755,100,33.620776
1518.874145,100,33.659687
1503.2458,100,33.693671
1468.058069,100,33.733528
1486.198857,100,33.771952
1495.961214,100,33.805568
1515.60368,100,33.842857
1509.96807,100,33.877168
1510.813115,100,33.917954
1510.138173,100,33.952149
1520.070634,100,33.993838
1516.075557,100,34.029544
1460.243046,100,34.069083
1522.120091,100,34.10581
1469.991486,100,34.142346
1468.133971,100,34.178245
1489.444803,100,34.213086
1447.945439,100,34.250696
1478.689022,100,34.286446
1484.02286,100,34.324255
1471.305728,100,34.358222
1502.836877,100,34.39627
1493.124191,100,34.43097
1487.079657,100,34.468876
1515.773784,100,34.507355
1495.79111,100,34.958386
1484.242635,100,34.99491
1482.538514,100,35.029058
1508.9556,100,35.065732
1496.67191,100,35.099099
1475.964624,100,35.13479
1489.878245,100,35.16824
1498.238254,100,35.204559
1502.307521,100,35.2388
1481.355941,100,35.275593
1495.659441,100,35.310083
1478.269497,100,35.353036
1496.935248,100,35.394754
1509.257373,100,35.430347
1505.106109,100,35.465552
1493.930802,100,35.512215
1495.137893,100,35.551314
1487.079657,100,35.584866
1491.022384,100,35.621195
1519.754945,100,35.654459
1464.150017,100,35.696383
1448.717375,100,35.731893
1477.317301,100,35.768416
1476.660657,100,35.8032
1483.902427,100,35.847414
1495.621006,100,35.883889
1467.456236,100,35.91796
1462.39121,100,35.953977
1494.91031,100,35.987732
1467.360322,100,36.028552
1500.54592,100,36.062691
1484.84618,100,36.100061
1475.492747,100,36.142482
1485.482687,100,36.175651
1510.873388,100,36.215013
1454.203974,100,36.248247
1485.049245,100,36.290911
1496.828098,100,36.327439
1507.773027,100,36.370565
1482.047593,100,36.405751
1512.936761,100,36.44358
1521.239291,100,36.895305
1479.134667,100,36.93225
1524.78701,100,36.966652
1519.321503,100,37.003769
1513.238534,100,37.042198
1521.818318,100,37.084165
1494.91031,100,37.116792
1512.201547,100,37.153349
1477.652035,100,37.187936
1486.607781,100,37.227962
1501.256617,100,37.26485
1462.290789,100,37.302915
1492.073287,100,37.339473
1462.762666,100,37.375951
1529.819074,100,37.415193
1515.905453,100,37.4551
1476.506183,100,37.492204
1502.666773,100,37.526449
1468.903114,100,37.563782
1506.288682,100,37.600331
1472.260718,100,37.635199
1524.183464,100,37.668662
1501.652591,100,37.713612
1501.690059,100,37.752607
1525.66781,100,37.788768
1497.26154,100,37.824643
1504.395412,100,37.85941
1494.136661,100,37.909636
1510.873388,100,37.948395
1495.269562,100,37.98402
1523.170995,100,38.019143
1490.759045,100,38.052691
1452.077659,100,38.08902
1483.866672,100,38.123294
1482.985872,100,38.159136
1539.883204,100,38.195042
1461.354223,100,38.234701
1499.287445,100,38.271244
1502.137417,100,38.305686
1494.306764,100,38.343067
1525.66781,100,38.378813
1483.361835,100,38.80968
1491.192487,100,38.852566
1498.010671,100,38.890827
1477.292782,100,38.93085
1483.866672,100,38.97149
1498.458029,100,39.006262
1509.559146,100,39.042411
1486.028753,100,39.078598
1518.572372,100,39.113624
1482.405132,100,39.150174
1498.759802,100,39.184608
1490.759045,100,39.232032
1500.578882,100,39.269931
1489.878245,100,39.314667
1477.373067,100,39.348091
1512.055961,100,39.384634
1512.936761,100,39.421833
1457.537692,100,39.457515
1457.786367,100,39.493706
1499.942375,100,39.538537
1485.96848,100,39.574744
1492.243391,100,39.607525
1503.621763,100,39.646389
1477.844944,100,39.679952
1482.612704,100,39.715804
1476.771235,100,39.751636
1495.829545,100,39.785037
1489.129114,100,39.82279
1491.9171,100,39.85843
1509.125704,100,39.892285
1504.65875,100,39.933356
1477.992242,100,39.96879
1479.512343,100,40.004339
1508.9556,100,40.047009
1524.523671,100,40.081219
1508.0748,100,40.11899
1491.809949,100,40.153546
1519.453172,100,40.186988
1496.150363,100,40.231714
1499.566412,100,40.265059
1515.472011,100,40.299285
1520.635745,100,40.743478
1497.634708,100,40.776702
1459.362245,100,40.809335
1525.366037,100,40.848405
1504.428373,100,40.88381
1468.337036,100,40.923652
1505.539551,100,40.95981
1504.356978,100,40.993142
1509.257373,100,41.033749
1499.772271,100,41.067718
1478.532835,100,41.100646
1526.416941,100,41.141996
1492.978606,100,41.175069
1513.540307,100,41.208373
1508.0748,100,41.246519
1489.430887,100,41.281103
1505.237778,100,41.31678
1514.421107,100,41.36127
1488.295192,100,41.394317
1481.444047,100,41.438516
1497.879002,100,41.473043
1495.79111,100,41.50571
1494.460158,100,41.544082
1504.356978,100,41.577909
1491.433987,100,41.610858
1544.311723,100,41.650395
1496.356221,100,41.687156
1526.54861,100,41.725766
1488.393899,100,41.761397
1493.425964,100,41.7981
1489.223315,100,41.832881
1505.106109,100,41.866029
1471.644222,100,41.904411
1514.566693,100,41.940195
1508.579638,100,41.982854
1516.352811,100,42.024349
1509.559146,100,42.057002
1515.472011,100,42.095232
1521.818318,100,42.129161
1511.452415,100,42.167296
1492.879898,100,42.202272
1503.174405,100,42.654403
1523.302664,100,42.691228
1475.927156,100,42.724968
1526.850383,100,42.762235
1502.063228,100,42.79635
